CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window
2020023548,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:17 PM,2,2020,RESOL,Y,2/25/20,2,2020,8,6200 E Gregory Blvd,"6200 E Gregory Blvd64133
(38.995123, -94.513779)",64133,,Jackson,5,Metro,52,38.995123,-94.513779,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023548,
2020023546,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:16 PM,2,2020,RESOL,Y,2/25/20,2,2020,8,6200 E Gregory Blvd,"6200 E Gregory Blvd64133
(38.995123, -94.513779)",64133,,Jackson,5,Metro,52,38.995123,-94.513779,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023546,
2020024920,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/19/20,12:51 PM,2,2020,RESOL,Y,2/25/20,2,2020,6,6200 E Gregory Blvd,"6200 E Gregory Blvd64133
(38.995123, -94.513779)",64133,,Jackson,5,Metro,52,38.995123,-94.513779,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020024920,
2020014160,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/29/20,10:09 AM,1,2020,RESOL,Y,2/25/20,2,2020,27,6201 E Gregory Blvd,"6201 E Gregory Blvd64133
(38.991356, -94.515266)",64133,,Jackson,5,Metro,54,38.991356,-94.515266,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020014160,
2020021407,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/11/20,10:45 PM,2,2020,RESOL,Y,2/25/20,2,2020,14,6201 E Gregory Blvd,"6201 E Gregory Blvd64133
(38.991356, -94.515266)",64133,,Jackson,5,Metro,54,38.991356,-94.515266,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020021407,
2020023547,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:16 PM,2,2020,RESOL,Y,2/25/20,2,2020,8,6801 E Gregory Blvd,"6801 E Gregory Blvd64133
(38.991249, -94.507327)",64133,,Jackson,5,Metro,56,38.991249,-94.507327,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023547,
2020013765,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/28/20,3:39 PM,1,2020,OPEN,N,,,,,5900 Hardesty Ave,"5900 Hardesty Ave64130
(39.017617, -94.519043)",64130,Brown Estates,Jackson,5,Metro,123,39.017617,-94.519043,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020013765,0
2020006903,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/16/20,9:01 AM,1,2020,RESOL,N,1/16/20,1,2020,0,3829 E 61st St,"3829 E 61st St64130
(39.014504, -94.540488)",64130,Swope Parkway-Elmwood,Jackson,5,Metro,818,39.014504,-94.540488,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020006903,
2020015702,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/31/20,9:42 AM,1,2020,OPEN,N,,,,,3001 E 59th St,"3001 E 59th St64130
(39.018912, -94.55099)",64130,South Town Fork Creek,Jackson,5,Metro,1016,39.018912,-94.55099,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020015702,0
2020002306,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/7/20,9:31 AM,1,2020,OPEN,N,,,,,6025 Prospect Ave,"6025 Prospect Ave64130
(39.01662, -94.555506)",64130,South Town Fork Creek,Jackson,5,Metro,1112,39.01662,-94.555506,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002306,0
2020024133,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/18/20,1:38 PM,2,2020,OPEN,N,,,,,5901 Prospect Ave,"5901 Prospect Ave64130
(39.019029, -94.555326)",64130,South Town Fork Creek,Jackson,5,Metro,1119,39.019029,-94.555326,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020024133,0
2020000459,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/2/20,12:24 PM,1,2020,OPEN,N,,,,,6221 South Benton Ave,"6221 South Benton Ave64130
(39.013264, -94.552297)",64130,South Town Fork Creek,Jackson,5,Metro,1190,39.013264,-94.552297,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000459,0
2020003795,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/9/20,12:06 PM,1,2020,OPEN,N,,,,,6225 South Benton Ave,"6225 South Benton Ave64130
(39.013137, -94.552304)",64130,South Town Fork Creek,Jackson,5,Metro,1198,39.013137,-94.552304,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003795,0
2020012591,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/27/20,2:04 PM,1,2020,OPEN,Y,,,,,6229 South Benton Ave,"6229 South Benton Ave64130
(39.012983, -94.552312)",64130,South Town Fork Creek,Jackson,5,Metro,1199,39.012983,-94.552312,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020012591,0
2020002300,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/7/20,9:25 AM,1,2020,RESOL,Y,2/12/20,2,2020,36,2820 E 63rd St,"2820 E 63rd St64130
(39.012616, -94.552864)",64130,South Town Fork Creek,Jackson,5,Metro,1247,39.012616,-94.552864,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002300,
2020005975,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/14/20,3:16 PM,1,2020,OPEN,N,,,,,6200 Bellefontaine Ave,"6200 Bellefontaine Ave64130
(39.013851, -94.550609)",64130,South Town Fork Creek,Jackson,5,Metro,1369,39.013851,-94.550609,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020005975,0
2020010892,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/24/20,9:09 AM,1,2020,RESOL,Y,2/12/20,2,2020,19,3014 E 63rd St,"3014 E 63rd St64130
(39.012536, -94.550733)",64130,South Town Fork Creek,Jackson,5,Metro,1412,39.012536,-94.550733,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020010892,
2020022231,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/13/20,10:12 AM,2,2020,OPEN,N,,,,,6344 Indiana Ave,"6344 Indiana Ave64132
(39.010436, -94.5473)",64132,Swope Park Campus,Jackson,5,Metro,1570,39.010436,-94.5473,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020022231,0
2020015635,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/31/20,8:53 AM,1,2020,RESOL,Y,2/12/20,2,2020,12,6311 Prospect Ave,"6311 Prospect Ave64132
(39.011767, -94.555826)",64132,Swope Park Campus,Jackson,5,Metro,1572,39.011767,-94.555826,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020015635,
2020027917,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,8:17 AM,2,2020,OPEN,N,,,,,6311 Prospect Ave,"6311 Prospect Ave64132
(39.011767, -94.555826)",64132,Swope Park Campus,Jackson,5,Metro,1572,39.011767,-94.555826,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027917,0
2020024762,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/19/20,10:25 AM,2,2020,OPEN,N,,,,,6401 Chestnut Ave,"6401 Chestnut Ave64132
(39.010457, -94.553611)",64132,Swope Park Campus,Jackson,5,Metro,1650,39.010457,-94.553611,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020024762,0
2020008558,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/21/20,1:40 PM,1,2020,OPEN,N,,,,,6455 Prospect Ave,"6455 Prospect Ave64132
(39.009182, -94.555959)",64132,Swope Park Campus,Jackson,5,Metro,1681,39.009182,-94.555959,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020008558,0
2020028385,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,3:16 PM,2,2020,OPEN,Y,,,,,6507 Prospect Ave,"6507 Prospect Ave64132
(39.00855, -94.555991)",64132,Swope Park Campus,Jackson,5,Metro,1704,39.00855,-94.555991,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028385,0
2020008398,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/21/20,10:20 AM,1,2020,OPEN,N,,,,,6607 Prospect Ave,"6607 Prospect Ave64132
(39.006587, -94.556105)",64132,Swope Park Campus,Jackson,5,Metro,1709,39.006587,-94.556105,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020008398,0
2020015638,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/31/20,8:54 AM,1,2020,OPEN,N,,,,,6607 Prospect Ave,"6607 Prospect Ave64132
(39.006587, -94.556105)",64132,Swope Park Campus,Jackson,5,Metro,1709,39.006587,-94.556105,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020015638,0
2020025026,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/19/20,2:24 PM,2,2020,OPEN,N,,,,,6640 South Benton Ave,"6640 South Benton Ave64132
(39.005913, -94.553346)",64132,Swope Park Campus,Jackson,5,Metro,1731,39.005913,-94.553346,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020025026,0
2020000412,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/2/20,11:10 AM,1,2020,OPEN,N,,,,,6330 Swope Pkwy,"6330 Swope Pkwy64132
(39.009902, -94.545866)",64132,Swope Park Campus,Jackson,5,Metro,1908,39.009902,-94.545866,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000412,0
2020014392,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/29/20,1:50 PM,1,2020,OPEN,N,,,,,6330 Swope Pkwy,"6330 Swope Pkwy64132
(39.009902, -94.545866)",64132,Swope Park Campus,Jackson,5,Metro,1908,39.009902,-94.545866,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020014392,0
2020003026,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/8/20,8:47 AM,1,2020,OPEN,N,,,,,6300 Swope Pkwy,"6300 Swope Pkwy64132
(39.01162, -94.543193)",64132,Swope Park Campus,Jackson,5,Metro,1909,39.01162,-94.543193,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003026,0
2020013327,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/28/20,9:42 AM,1,2020,OPEN,N,,,,,6300 Swope Pkwy,"6300 Swope Pkwy64132
(39.01162, -94.543193)",64132,Swope Park Campus,Jackson,5,Metro,1909,39.01162,-94.543193,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020013327,0
2020014296,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/29/20,12:34 PM,1,2020,OPEN,N,,,,,6300 Swope Pkwy,"6300 Swope Pkwy64132
(39.01162, -94.543193)",64132,Swope Park Campus,Jackson,5,Metro,1909,39.01162,-94.543193,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020014296,0
2020022880,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/14/20,11:19 AM,2,2020,OPEN,N,,,,,6300 Swope Pkwy,"6300 Swope Pkwy64132
(39.01162, -94.543193)",64132,Swope Park Campus,Jackson,5,Metro,1909,39.01162,-94.543193,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020022880,0
2020023543,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:15 PM,2,2020,RESOL,Y,2/25/20,2,2020,8,3400 E Gregory Blvd,"3400 E Gregory Blvd64132
(38.997805, -94.547232)",64132,Self Help Neighborhood Council,Jackson,5,Metro,2395,38.997805,-94.547232,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023543,
2020022471,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/13/20,3:22 PM,2,2020,RESOL,Y,2/25/20,2,2020,12,3700 E GREGORY BLVD,"3700 E GREGORY BLVD64132
(38.998479, -94.543393)",64132,Self Help Neighborhood Council,Jackson,5,Metro,2434,38.998479,-94.543393,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020022471,
2020009908,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/23/20,10:00 AM,1,2020,RESOL,Y,2/25/20,2,2020,33,3715 E Gregory Blvd,"3715 E Gregory Blvd64132
(38.997976, -94.54309)",64132,Noble And Gregory Ridge,Jackson,5,Metro,2437,38.997976,-94.54309,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020009908,
2020028485,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,4:42 PM,2,2020,OPEN,N,,,,,3715 E Gregory Blvd,"3715 E Gregory Blvd64132
(38.997976, -94.54309)",64132,Noble And Gregory Ridge,Jackson,5,Metro,2437,38.997976,-94.54309,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028485,0
2020020086,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/10/20,12:15 PM,2,2020,RESOL,Y,2/25/20,2,2020,15,3829 E Gregory Blvd,"3829 E Gregory Blvd64132
(38.997943, -94.541294)",64132,Noble And Gregory Ridge,Jackson,5,Metro,2641,38.997943,-94.541294,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020020086,
2020006563,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/15/20,1:48 PM,1,2020,RESOL,Y,2/25/20,2,2020,41,3817 E Gregory Blvd,"3817 E Gregory Blvd64132
(38.998005, -94.541924)",64132,Noble And Gregory Ridge,Jackson,5,Metro,2643,38.998005,-94.541924,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020006563,
2020002077,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/6/20,3:56 PM,1,2020,OPEN,Y,,,,,7045 Chestnut Ave,"7045 Chestnut Ave64132
(38.998087, -94.554219)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3057,38.998087,-94.554219,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002077,0
2020027919,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,8:18 AM,2,2020,OPEN,N,,,,,7033 Prospect Ave,"7033 Prospect Ave64132
(38.998665, -94.556508)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3088,38.998665,-94.556508,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027919,0
2020013467,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/28/20,11:21 AM,1,2020,OPEN,N,,,,,6921 Prospect Ave,"6921 Prospect Ave64132
(39.000857, -94.556393)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3100,39.000857,-94.556393,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020013467,0
2020028386,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,3:16 PM,2,2020,OPEN,Y,,,,,6919 Prospect Ave,"6919 Prospect Ave64132
(39.000966, -94.556387)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3101,39.000966,-94.556387,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028386,0
2020023542,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:14 PM,2,2020,RESOL,Y,2/25/20,2,2020,8,3204 E Gregory Blvd,"3204 E Gregory Blvd64132
(38.99787, -94.549574)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3183,38.99787,-94.549574,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023542,
2020023541,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/17/20,3:14 PM,2,2020,OPEN,Y,,,,,7042 Bellefontaine Ave,"7042 Bellefontaine Ave64132
(38.998056, -94.551397)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3283,38.998056,-94.551397,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020023541,0
2020017794,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/5/20,7:26 AM,2,2020,RESOL,Y,2/25/20,2,2020,20,3000 E Gregory Blvd,"3000 E Gregory Blvd64132
(38.99814, -94.551884)",64132,Self Help Neighborhood Council,Jackson,5,Metro,3285,38.99814,-94.551884,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020017794,
2020028387,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,2/25/20,3:16 PM,2,2020,OPEN,Y,,,,,7107 Prospect Ave,"7107 Prospect Ave64132
(38.997603, -94.556532)",64132,Noble And Gregory Ridge,Jackson,5,Metro,3516,38.997603,-94.556532,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028387,0
2020002331,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,Streets / Roadways / Alleys,Pothole,District 3,1/7/20,9:53 AM,1,2020,OPEN,Y,,,,,7101 Chestnut Ave,"7101 Chestnut Ave64132
(38.997593, -94.554267)",64132,Noble And Gregory Ridge,Jackson,5,Metro,3538,38.997593,-94.554267,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002331,0
